token,valor_real
RUC_e9e128c2acaa,2022543695
RUC_0e581cbdda9e,2031853028
RUC_f65c6a0d6db6,2068178034
RUC_e3aa802a0649,2008371952
RUC_e193b20df8bb,2003554480
RUC_a14cc0d90a77,2063005127
RUC_2722fadbb3a3,2017937229
RUC_396d38f985e6,1003385935
RUC_be595b7cc192,2044354863
RUC_47fd9b8dddf3,2009780710
RUC_652e6e6b9bd3,2011487576
RUC_2cf69a42749d,2063540669
RUC_a8b06557cf6a,2002061694
RUC_04644b7ab0cc,2051609298
RUC_196f0540f5df,2056940528
RUC_2ea2c216cd88,2016792398
RUC_13fe86a897fd,2070410790
RUC_8c8aed2da0c1,2068423196
RUC_fcd4dc53f906,2001681016
RUC_fab2a4510f78,2091789509
RUC_c852d6b9100d,2070698896
RUC_2dd38cd2a8cb,2083625607
RUC_7a300d1e5463,2007701500
RUC_04b287513fe6,2069458837
RUC_a4cc92796980,2096148900
RUC_b77dcdb734bf,2043951639
RUC_3889df9af41e,2004670915
RUC_5e93b43c3515,2020901478
RUC_86474b097432,2037323316
RUC_79b2c9a5522f,2079494682
RUC_f9a8a823fb83,2051560969
RUC_82092c00e378,2054885131
RUC_e100b4ac4063,2032321899
RUC_c9b17a4d7a64,2096223281
RUC_c5f5070f4670,2075649292
RUC_f8ffd8df7794,2063051543
RUC_330ed4221d68,2059396553
RUC_620ff13830fc,2002205885
RUC_3056f1363181,2080122729
RUC_7f8f23dddcd3,2028148322
RUC_bc4f35cd127a,2078299854
RUC_d955d5f4ec82,2078929230
RUC_6849417759c1,2045855183
RUC_599d94ec251d,2018501249
RUC_19a94e0cec55,2075863671
RUC_fa9f3fd85e67,2018744971
RUC_a059443815e1,2035559917
RUC_6b38e32ae95f,2054335919
RUC_408b58949c93,2006706420
RUC_4406eb631aa8,2067617220
RUC_c29a789e3ee3,2002509216
RUC_3ac268b148dd,2005956371
RUC_19d75c193619,2079513695
RUC_5b0913a342d7,2031569282
RUC_58075fbc64db,2065299671
RUC_81cc5494c38a,2062557489
RUC_d96126f195d7,2020585312
RUC_bc2e3552a644,2008001207
RUC_e00545b77459,2097713662
RUC_8f2d109e07b8,2074167428
RUC_6cdf85865fe6,2039863336
RUC_605f50869fb3,2038577653
RUC_9e373a0bd40c,2007283332
RUC_6771f4b3bbfd,2027501843
RUC_d2835136eee8,2022213767
RUC_e337ccc18666,2031091013
RUC_0000aa1c1f4e,2035737939
RUC_81d4fcb2d51a,2024257504
RUC_1ef377866962,2041264624
RUC_1e15b5b1acd7,2099913198
RUC_83c181146b3b,2022643357
RUC_15d0d26f7384,2086007246
RUC_e4d87dc8803e,2006121666
RUC_a21920bd6718,2069910455
RUC_32e63feab0d7,2044236396
RUC_d569b26be4fc,2002271273
RUC_c511ce54b9d2,2014709746
RUC_e1a4230d2753,2088087005
RUC_1d3870e8329f,2052323757
RUC_81f964375186,2050334437
RUC_d4d9ee6cb1d2,2012621430
RUC_3fb26ab0f059,2045121201
RUC_4b2e3f78cf2d,2009737179
RUC_3d7c9b1a586a,2015571136
RUC_8fc6016b0352,2097496783
RUC_d22083425190,2097519862
RUC_def7c3cd2143,2028857166
RUC_a633f9cbfe4c,2069655698
RUC_228909407993,1042311948
RUC_19a0021fbb7e,2092536593
RUC_fe103d5d6fb9,2009056636
RUC_9e34a036bd73,2069507116
RUC_27145106e65a,2013392711
RUC_ce39486059d7,2029619768
RUC_c3cbff33dd5b,2033646347
RUC_9c1af89a9798,2083952379
RUC_9ce118a33908,2088594219
RUC_8e465b33c219,2076815007
RUC_0643ddb83ff8,2003216433
RUC_8c96687b0ebe,2033935445
RUC_85068c263846,2039754476
RUC_bf62287b61cf,2024298306
RUC_eb38a4c614c4,2007346444
RUC_6ccf5d833187,2058262861
RUC_ba363387a846,2018488844
RUC_67291341c46a,2072200035
RUC_ab779ad05726,1038544262
RUC_0a812a28ea6e,2093305474
RUC_45e873d351dc,2044662368
RUC_c81861e46a3e,2010945037
RUC_32e588880c4a,2017768500
RUC_c804b204bf51,2027354004
RUC_b31457eedad5,2067912703
RUC_7a091eafef12,2097027071
RUC_3906bf875c96,2045107949
RUC_959747cd6ea5,2072946039
RUC_76e52876211d,2098279770
RUC_7211ea0ebcf7,2082378549
RUC_f5b4ae44320f,2011119672
RUC_56e3d88d041a,2092679466
RUC_328fce1dc914,2059315520
RUC_62f2cdf9a3eb,2050502220
RUC_5246c89dcd6f,2021159453
RUC_3308f91767d3,2094370630
RUC_9d875b88f27c,2078694927
RUC_fc52593ed761,2080608107
RUC_0798da4f4504,2083401881
RUC_5458346f3814,2095429301
RUC_b9a9143b63bf,2046766017
RUC_1247ad6d8554,2043108067
RUC_e74c36a5e757,2003837536
RUC_fb14de69ecc9,2084282369
RUC_d51dea61df57,2039889808
RUC_f08f33ae1ac7,2089657456
RUC_7ee5a8a7e2af,2025216315
RUC_259fb2435c79,2015243618
RUC_d158edee8c02,2083627939
RUC_0272d7041d98,2024916491
RUC_35c95a7c4b82,2065010802
RUC_94aae74e8b17,2045140447
RUC_8f74391f9be7,2088171360
RUC_75111c4847e6,2004492803
RUC_6b0e927162a3,2099870926
RUC_ace1bb2ecac6,2030249779
RUC_1a27790fd830,2014622738
RUC_376f2558c598,2014647743
RUC_f121313eeecc,2052009555
RUC_7cd810259adf,2070129626
RUC_79a55bd0c161,2025439397
RUC_79366282b2a3,2026874104
RUC_016fa7d4563d,2011456069
RUC_fe956dec66ff,2050766085
RUC_a455f038f187,2045742723
RUC_7b213c161de9,2021245754
RUC_b09ad7ed9349,2025969955
RUC_b83ed5efbc4f,2071854449
RUC_c2573dd1e6f2,2078938243
RUC_c45c8e2fdedc,2054854170
RUC_edd49c736300,2030716976
RUC_8800b1103a69,2076627493
RUC_15a39f671a61,2030814352
RUC_e2b28036bef0,2094456978
RUC_c89f01c5a4de,2060524559
RUC_25c10c77bac1,2037220961
RUC_8f8f1b26027a,2091907227
RUC_9d717526bf07,2069670596
RUC_1cdddd42b17f,2043325056
RUC_2249d16d2077,2080444231
RUC_f0a3b68dc7d3,2082043891
RUC_1bfe51d3b3b1,2034511123
RUC_69b3fcbd0e58,2059564423
RUC_768c137ea1eb,2045653206
RUC_ebfb0a7a0267,2063755498
RUC_424c5eb0cf27,2075533541
RUC_3966d4596d37,2027441094
RUC_cccca27bdd6a,2034169414
RUC_48a249076a51,2070942382
RUC_13caa7dd83d3,2086726498
RUC_985370c9b9d9,2082219164
RUC_f5178a68185e,2063701019
RUC_e95f3eae1f08,2012952033
RUC_d05ed9deaa1f,2054510534
RUC_363efad67744,2016855055
RUC_81d3648269c3,2038909371
RUC_966c476960b8,2041738350
RUC_af3beaa6d6f1,2047439188
RUC_c843e73146da,2006503400
RUC_b07ce0f2ee21,2024177972
RUC_3930b4d990f7,2075982270
RUC_1345489f884e,2011082543
RUC_9cf66467f265,2042324093
RUC_6e96638cbeec,2090674309
RUC_1ed3b8b18473,2080420835
RUC_e0dcdb3eaad8,2090631860
RUC_bcdd72f03db0,2024280784
RUC_7376cfc7db1e,2021496960
RUC_188a78a3723b,2025086317
RUC_4022c46f7911,2091617136
RUC_b190f836d868,2002459973
RUC_bbb3ede7757d,2002302343
RUC_c996c0efd6be,2092890011
RUC_7b767547d303,2013415082
RUC_ada4c0dc9224,2005559505
RUC_91034c32cb92,2062876920
RUC_b8af14acd3ed,2070947882
RUC_4dea780c309f,2055129772
RUC_57bdec905a36,2019605219
RUC_b6aec3b08013,2096100663
RUC_98de2c01ead7,2092329999
RUC_5d5ff5997162,2011807911
RUC_79e7d27919a8,2054219699
RUC_af49dc8463d4,2054205660
RUC_eb85581d4a2c,2086306604
RUC_63777dd1ba26,2074355904
RUC_d2cb4461aae3,2096523728
RUC_1b72c0f3e2b8,2013697319
RUC_2c2a33a25f34,2049726118
RUC_8d6f64023db0,2047423588
RUC_1330ac20ac7e,2071395567
RUC_6aaf39136f51,2023381522
RUC_3d10eb72fcc2,2056046163
RUC_b0b95be0ca42,2033541980
RUC_c3921b3b462c,2047100108
RUC_efc44b92c493,2057599438
RUC_6a9fadf8933c,2088855451
RUC_e90ad23ebdb3,2039071279
